,userName,content,score
75,Muhammad Ramzi Firdaus,"Saya mengalami masalah serius dengan aplikasi TikTok. Saat dibuka, hanya muncul logo TikTok dan tidak berfungsi. Ini juga menyebabkan ponsel saya menjadi lambat dan crash. Saya harus mengunduh ulang aplikasi, tetapi itu tidak memberikan solusi permanen. Masalah ini tampaknya terjadi pada banyak pengguna. Semoga pengembang segera memperbaiki masalah ini dalam pembaruan berikutnya.",1
76,Della Altynbekova,Makin kesini makin ngaco. Banyak update bukan nya makin bagus.. malah makin lag. Kadang2 gak bsa masuk. Cuma muncul di tulisan tiktok. udah di hapus data tetep eror. Harus di uninnstal dlu trus instal ulang baru normal lg. Tolong di perbaiki,1
77,Chalisya Mayra,"banyak bug setelah di update, udah sering tiba tiba gabisa dibuka aplikasi tiktok nya hanya di layar hitam tiktok saja gabisa masuk liat video jadi harus di uninstall dulu baru di download lagi baru bisa dibuka,tolong di perbaiki!",1
78,Azzahra Rezqitha fatimah,"Sebenarnya apk ini bagus di hp saya tapi..kenapa ya di hp kaka saya setelah di upgrade tdk bisa di buka atau hanya tampilan logonya saja yang terlihat, dan sudah banyak kali di coba tutorial di apk lain tapi tetap gak mau masuk apk nya, tolong di perhatikan dan di perbaiki lagi sistemnya🙏",1
79,Aisyah Kirana,"ternyata banyak yg ngalamin hal tidak menyenangkan setelah update aplikasi tiktok. pengalaman aku setelah update adalah aplikasi makin berat, makin susah untuk di scroll ke bawah dan sering nge-freez. sangat boros batere yg menyebabkan hp sering kepanasan. dan yg paling parah, karena 2 hal itu hp aku nyala mati setiap detik. ku hapus tiktok baru deh ga nyala mati. padahal memori dan penyimpanan besar, batre yg tadi awet berkurang drastis.lagian updatean nya juga ga banyak perubahan. kek mana!?",1
80,Aida Khumaida,"Tiktok setelah update selalu error, kadang tiktok gak bisa di buka, jadi harus uninstal terus donwload lagi baru bisa, setiap hari selalu kayak gini. Tolong diperbaiki Dan itu semua ga ngaruh di tiktok doang, tiktok ngeleg aplikasi pun ikut ngeleg.",1
81,Nur Din,"Bagus sih ya? Tp mungkin sering ngelag pdhl sinyal saya bagus loh tidak ad kendala lain nya.. dan jg sering keluar sendiri tiba-tiba? Pdhl salah satu video ny menarik tp blm sempat saya melihat Tiba-tiba keluar sendiri,,jadi mohon perbaiki ya min👍🏻🗿 tp bagus kok cuma ya itu yg bikin kesel😭😭 dan jg penyimpanan memory nya penuh jg ya? Sekitar 412 GB lah 😁 dan itu jg yg ngebuat hp sy error😿 kurangin lah memory nya min okee? Semoga di bales ya",4
82,Ahmad Aidul Kamil,"Halo dev, di ulasan ini sudah banyak yang mengalami hal serupa dengan saya yaitu tiktok yang tidak dapat di akses dan memberikan lag yang lumayan parah pada handphone kita dan cara mengatasi itu harus di restart hp nya dan jika ingin mengakses kembali tiktok harus download ulang kembali apk nya, dan masalah ini pun tetap mengulang, ga cuman sekali dua kali. Jadi tolong teruntuk dev di perbaiki lagi apk tiktoknya agar kami dapat mengaksesnya lagi seperti sebelumnya",3
83,Elvina Aura,"Sering error, gak bisa masuk. Harus hapus dulu, udah hapus cache, hapus data tetep gak bisa masuk. Harus download ulang, sehari udah 2x download ulaang tapi error lagi, error lagi, sangat menyusahkan.",1
84,Syifa,"Tolong perbaikin aplikasinya. Ini aku sdh update mau nya lebih bagus aplikasinya, malah makin LEMOT dan ERROR aplikasinya. Ini sudah ke 29 KALI nya saya uninstall aplikasinya, gara ² setiap saya buka aplikasinya malah keluar terussss, tolong perbaikin aplikasinya!!! Dan ternyata bukan saya aja yang error tapi banyak yang error dan ngasih bintang 1. Semakin banyak update semakin error, saya jadi nyesal nge update. SEKALI LAGI TOLONG PERBAIKIN APLIKASINYA!!!",1
85,14. MOH HENDRI,"Ini tiktok cuman apk buat liat video short ama live streaming tapi kok berat banget ya,saya ngerasa ini pas 2-4 bulan lalu,biasanya saya buka tiktok lancar2 aja,lama kelamaan sering fc,ngefreeze,dan black screen.",1
86,S.I Kolondam,"Saya pengguna apk ini dari thn 2018. Abis upgrade, setelah buka apk tiktok hp jadi lemot, padahal hp RAM 6GB. Buka tiktok saja sampe 5,4 GB. Terus membuat apk yg lain jadi lemot juga. Hp nge-freeze sampe berjam2. Kirain hp-nya yg rusak ternyata aplikasinya yg makan ram sampe segitu parahnya 😖",1
87,Muhammad Riyan Fahmi,"Maaf nih untuk pihak tiktok,kenapa ya,setiap saya mau masuk ke aplikasi tiktoknya,entah kenapa jadi tidak bisa masuk ke app nya,kadang pas udah masuk di gambar logo tiktoknya jadi ngelag dan pas keluar dari tiktok nya,sistem hp pun jadi ikutan lag juga sampai beberapa menit lagnya..,mohon diperbaiki bug nya💪jika saya ada kesalahan kata mohon maaf🙏jika sudah diperbaiki saya kasih rating 5",2
88,nindy rusma dewi,"makin aneh aplikasi nya, pas buka aplikasi nya muncul logo tiktok doang. lama juga muncul logonya, galama hp gue mati setelah buka tiktok, dan mempengaruhi aplikasi lain jadi ngebug. kalo mau buka tiktok juga harus di uninstal terus di dowload lagi, udh 5 kali lebih gue dowload ulang terus nih aplikasi. gue kira cuma tiktok gue doang yang ngebug, ternyata udh banyak dan masalah nya juga sama semua.",1
89,Nadia Izati,"Tolong di baca dan di perbaiki. Semenjak update ini tiktok saya suka lag cuma muncul logo, karena tiktok yg lag semua aplikasi pun lag hp saya jadi ikutan lag patah patah, macet, tidak bisa dimatikan, harus mulai ulang baru bisa lancar kembali hp nya. Padahal hp saya bagus bukan keluaran lama, dan memo masih banyak.",1
90,エヴァン“Evan”,"Ni Tik Tok gimana sih udah bagus makin ke sini makin jelek , Setelah Update disaat nonton video nya jadi patah - patah ga jelas padahal jaringan bagus, aneh. Dan baterai nya cepet habis dulu perasaan gak gini deh, Tolong di perbaiki.",1
91,Shabil Alfathir,"Selalu mendapatkan bug ""Mengunggah video yang berdurasi kurang dari 1 detik saat ini tidak didukung"" padahal durasinya lebih dari 10 detik dan saya kesusahan untuk hanya menbuka TikTok saja.Jika saya tidak bisa membuka TikTok terpaksa harus saya uninstall dan menbutuhkan waktu yang lama untuk menginstal aplikasi ini.Saya mohon untuk diperbaiki ya..,",2
92,Ofiy,"Kenapa tiktok sering nge update dirinya terus. Kayak, kemarin udh update sekarang update lagi. Mana susah di buka. Cuma gambar logo terus dari tadi. Kadang juga nge lag trs. Jaringan sinyal wifi sama seluler lancar padahal. Mohon untuk di perbaiki",1
93,Wawas Setiawati,"Ahir ahir ini tiktok semakin berat, untuk masuk saja seringnya cuma muncul logo tiktok doang, saat top up koin juga seringnya error.. Saya sudah beberapa kali uninstall dan install lagi krn gak bisa masuk ke tiktok.. Tolong ya di perbaiki masalah ini.",2
94,greatbritainwt9 -,"Saya senang karena ada aplikasi yang bisa membuat kita menambah pengetahuan kita, namun ada beberapa kerusakan di aplikasi TikTok ini. Contoh saya sudah mencoba membuka aplikasinya namun yang ditampilkan hanya logo dan hanya menampilkan logo tersebut. Untuk pihak TikTok, minta tolong perbaiki masalah diatas.",3
95,Rere Aja,"Tolong tingkatkan lagi kapasitasnya, setelah saya update bukannya makin bagus dan makin enak di gunakan malah makin ngelag, membuat HP cepat panas, boros batre, dan terlebih lagi gak bisa di buka tiktok nya. Setelah membuka tiktok ngelag nya sampai ke aplikasi lain juga, seperti mengandung virus",1
96,10 eliza karni,"semakin di update semakin jelek, awalnya hp ku biasa"" aja malah aku main tiktok dari 2017 sama sekali ga ada mslh tapi semenjak sering di update tiktok nya malah jadi kaya virus. pas mau buka apk nya yg muncul cuma logo nya doang dan setelah aku keluar dr apk nya hp aku jadi lag banget parah. semoga segera diperbaiki, ntah itu bug atau apa yg jelas sangat mengganggu.",1
97,Eci Siip,"Tiktok kenapa ya , setiap sore kadang malam , gak bisa di buka , cuma logo tiktok nya aja yg kelihatan , harus hapus aplikasi dulu , download ulang, baru bisa ke buka. Capek kali ah setiap mau nonton hapus dulu, download dulu",3
98,Dwi Bagus Nur Ahmad Fitria,"Berat aplikasi, gk bisa upluad foce close terus perlu diperbaiki, semakin lama dipakai semakin berat harus do close dan dibulang, saya menduga dari state management yg kurang maksimal mengakibatkan banyak rendering yg berulang padahal seharusnya tampilan tertentu yg di render,",1
99,Zahra Amelia,"Mohon diperbaiki aplikasi nya agar tidak terjadi bug terus menerus, saya masuk ke tiktok cuman menampilkan logo tiktok saja tanpa bisa masuk ke apk dan harus download ulang secara terus menerus, mohon kepada development tiktok untuk segera memperbaiki eror tersebut. Terima kasih",1
100,Faizxz Sekkel,"Kenapa akhir-akhir ini tik tok sering error gk bisa login jadi nya harus uninstall dulu lali download lagi baru bisa di buka, tolong ya tik tok diperbaiki lagi nih aplikasi nya padahal udah bagus tpi ya gitu tolong yaaaa!!!!! Tolonglah tik tok knp sering g bisa di buka jadi aku harus download ulang terus menguras paket Mulu uang juga habis buat beli paket tolong lah di perbaiki biar yg saya nyaman TOLONG YA TIK TOK AKU DAH MUAKKKK!!!!!",2
101,Sumardi Sumardi,Untuk aplikasinya bagus menurut aku ya. Tapi tolong di hps vt nya yang berkaitan dengan pelecehan/copyy bisa vt atau foto geser yang sama live soalnya yang lain nya udah ada ide mahal tapi kok malah di copyy. Tolong agar akun yang copyy selalu terkena pelanggaran,3
102,Shanum Arsyifa,"Bagus dan menyenangkan,tetapi ada yg sedikit ngelag. Saya ingin memakai filter tapi tidak bisa,padahal saya itu pakai Kouta lho, dan MB nya terlalu banyak dan tiktok shop nya jangan di tutup.saya hanya ingin diperbaiki dengan sebagus2 mungkin,sudah segitu saja terimakasih",3
103,Maharani,"kirain aku doang yg abis update tp malah ngebug, stuck di logo doang, gabisa diapa""in, klo mau jalan tiktoknya harus install ulang, tolong dong perbaikin, cape bgt harus install tiap hari!!!! ini yg kasusnya sama ternyata banyak tp belum ada tindakan ya dr tiktoknya?!",1
104,Achmad Zakki,"Saya ga tau Tiktok Live Studio itu masih bagian dari Tiktok atau tidak, tp karena namanya masih ada Tiktoknya, saya anggap masih bagian dari Tiktok. Dan masalahnya adalah keluhan saya soal Tiktok Live Studio tidak digubris saat saya sampaikan melalui aplikasi Tiktok. Mulai dari Live tiba-tiba di pause/terhenti, kemudian kalo di update malah muncul bug terutama notif ""aplikasi ditutup, perekaman tidak tersedia"", & untuk login menggunakan QR code sudah tidak bisa. Terima kasih Tiktok.",3
105,Nadilla Salsabila,"Akhir Akhir ini Tiktok tidak bisa di buka, padahal ram saya masih kuat, tapi ttp saja tidak bisa di buka, bisa di buka kalau un instal lalu download lagi, Masa harus tiap hari UN instal Download ² walau sudah di update tp tetep saja tidak bisa di buka.. Tolong di perbaiki. Yah Tiktok",2
106,Ayu Laila,"makin lama tiktok makin jelek kualitasnya, masa mau buka aplikasinya gabisa lgsg keluar sendiri terus, jaringannya juga makin ga stabil jadi vidionya patah "". tolonglah diperbaiki lagi. gausah kebanyakan update"" aplikasinya bikin tambah lag",1
107,Wanti 4,Aplikasi nya bagus tapi saat saya mengscroll tiba-tiba lag dan itu berkali kali dan setelah 10kali akhirnya lancar jadi bug yang saya alami itu tolong di perbaiki jadi saya beri bintang 3tapi aplikasi nya masih bagus kok,3
108,Keisya Putri,"kenapa setelah update tiktok jadi susah dibuka bahkan ga bisa dibuka. udah sempet saya uninstal tapi tetep ga bisa dibuka. padahal internet ada sinyal juga bagus, tapi kenapa pas diklik app nya cuman stuck di logo tiktok doang ga sampe buka vidio seperti biasanya. update kali ini sering banyak bug nya, semoga bisa secepatnya diperbaiki ya.",1
109,Nuriyahh,Aplikasi tiktok saya tidak ada fitur posting ulang knpa ya. Padahal sering diUpdate. Sekarang mau di Update tidak bisa di Instal. Mohon perbaikannya nih tiktok. Terimakasih,2
110,FAN FANSNYA,"Setelah di update tiktok ,menjadi lebih berat dan saya sering banget kalo buka aplikasi nya lama sampai"" harus instal ulang tolong lebih di perbaiki saya capek instal ulang tiktok terus setiap mau di buka aplikasi nya lama sekali dan harus pulihkan akun nya ,tolong diperbaiki lebih baik lagi 🙏🏻",1
111,FadeL Raditya,"Aplikasinya sebenarnya bagus, tapi sangat meredahkan, karena tanpa ada pemberitahuan apakah kesalahan kita tiba tiba diblok dan setelah ingin buat akun baru selalu tidak bisa, dan selalu ada pemberitahuan bahwa akun saya diblok selamanya,, padahal saya sudah tidak menggunakan akun itu ,, tapi dari pihak tiktok seakan akan tidak memberikan saya kembali membuat akun . Menurutku ini sangat buruk sekali.",1
112,Zico Febriansyah,"Beberapa waktu ini tik tok sering terjadi bug, dikarenakan apk nya terlalu berat, big tersebut tidak hanya di tiktok saja tetapi juga merembet ke apk lain, byk terjadi bug, lag, patah"" Dan sebagainya yg merembet ke apk lain",1
113,Habib abdul Zulfikri,"Mohon maaf untuk pihak tik tok karena saya memberikan bintang 1.saya merasa kalau tiktok sekarang jadi semakin berat,buat scroll baru beberapa menit udah mulai ngeleg apk nya, penyimpanan juga semakin besar,sering error' dan tiba-tiba force close,terlalu boros baterai.saya minta tolong sekali,untuk pihak tiktok memperbaiki masalah ini,buat konsumen merasa puas dan nyaman menggunakan apk ini.terimakasih",1
114,Arief Agustian,"Lumayanlah ya buat refreshing otak biar gak terlalu stres dg cara upload nulis kata kata di tiktok.. Cuma lagu nya koq pas kita ketik cari malah gak ada, jd gak bisa nentuin sendiri mau lagi soundtrack apa..",5
115,Chelsea Esthevania,"aplikasi sering tidak bisa dibuka dan membuat ngelag, sehingga hp ter restart sendiri, dan untuk membukanya kembali harus di uninstall lalu di download lagi, pernah kejadian belum selang dua hari tiktok sudah tidak bisa dibuka, tidak hanya sekali dua kali tetapi 5× lebih. Untuk uninstall lalu menginstal perlu data yang tidak sedikit, semoga aplikasinya lebih optimal.",1
116,ERLANGGA PANGESTU,"Saya mendengar berita bahwa akan ada nya fitur baru di tiktok yaitu ""dana kreator"" sudah saya lihat juga di youtube mengenai fitur tersebut. Tapi mengapa fitur tsb tidak muncul di halaman pengaturan saya?",3
117,Aufia Dellyla,"Setelah saya upgrade beberapa waktu yg lalu malah ga bisa kebuka, padahal dari awal sblm saya upgrade msih baik-baik aja dan masih bisa kebuka...bhkn setiap kali saya mau buka tiktok malah cmn kluar logo'nya doang, Tiktok skrng ga seperti yg dluu",1
118,Rafi Akbar,"sering eror pake jaringan padalah udah bagus tapi tetep gak bisi buka app tiktok terus udah ngikutin tutorial di YouTube tapi tetep gak bisa, udah di hapus CC nya ,udah di mulai ulang hp nya tapi tetep gak bisa giliran saya nyampung ke koneksi wifi bisa kan aneh . terus saya coba download tiktok lite bisa bisa aja. tolong lah di perbaiki bug nya padalah aplikasi ini udah bagus , berita te aupdet. tolong lah tiktok perbaiki lagi",1
119,Refan AR_thv,"app ini skrg mkin berat aja, saya ram 4 pun klk mau masuk app ini psti nge crash, penyimpanannya gada otak, 4 gb lebih di gua. balikin kaya dulu aja, gausa makin di perberat, bs bs peminat tiktok bs pindah ke app lain yg makan ram lebih masuk akal. perbaikin masalah ini, devoloper.",1
120,nila F haqiqi,"Tiktok semenjak di upgrade versi terbaru jadi suka eror suka keluar sendiri, trs skrg malah gk bisa dibuka sama sekali aplikasinya, sudah dicoba uninstall trs install lg tapi tetap gk bisa. Tolong dong solusi nya...",1
121,iniifaa,"Sebenarnya saya sudah lama pakai aplikasi ini, tapi kenapa semakin kesini semakin besar ram nya? Kekurangannya cuma di ram nya saja menurut saya. Dan mungkin tolong tiktok shop dikembalikan kalau bisa, kalau tidak bisa mungkin ram nya saja di benarkan dan dikurangin lagi.",3
122,Kiki Ayuyuyuu,"Enggak masuk akal. Ngejar Reward undang teman malah zonk, padahal 10 hari nonton video full minimal 120menit tanpa aplikasi tambahan, ku kerjakan tanpa absen, tapi detailnya stuck di 3 hari doang, padahal sudah 10 hari seharusnya. Ini mksutnya gimana, mohon di jelaskan... Yang tau komen kalau bisa.........",5
123,reza utama,"next update bisa lah kalo kompres video ngotak dikit jangan sampe pecah kualitasnya padahal saya udh pke resolusi 4k/1080p masih aja tetep burik waktu di upload di tiktok, ayolah update fitur yang penting2 aja yang berguna jangan update buat fitur2 gajelas, dan juga stabilin apk nya biar gada lag ataupun frame agar pengguna aplikasi bisa nyaman menggunakan apk ini. tolong benar2 next agar bisa di update dan di tambah kan fitur2 yang berguna untuk kedepannya, SECEPATNYA YA!!!! DI TUNGGU...☺️",1
124,Diniii Rahmadhnii,"setelah update baru tiktok mau d buka susah suka tiba-tiba lgsg keluar gabisa masuk, trs sy uninstall lagi download lagi baru bisa lagi, tp ke esoknya ttep gtu lagi gabisa d buka lagi, udh d pencet malah keluar, tolong dong jgn mempesulit apalagi baru update harus ny lebih bagus, bukan malah lebih jelek. Tiktok usahakan jngan selalu ngelag bisa ga sihh!!",1
125,Andix Cory official,"Kenapa akhir"" ini apk tiktok sering bug, tudak bisa di buka, padahal sudah update, sering kali saya hapus dan download lagi, baru bisa di buka.. Tolong perbaiki sistemnya dong..",2
